Temperature,Resistance
25.461, 26494
27.379, 20481
27.931, 20028
28.489, 19575
29.046, 19162
29.604, 18774
30.161, 18416
30.719, 18152
31.276, 17871
31.833, 17551
32.391, 17300
32.948, 17053
33.505, 16863
34.063, 16561
34.620, 16252
35.178, 16026
35.735, 15714
36.292, 15395
36.850, 15053
37.407, 14670
37.965, 14326
38.522, 14019
39.080, 13779
39.637, 13505
40.195, 13221
40.752, 12948
41.309, 12726
41.882, 12606
42.380, 12753
42.430, 14289
42.802, 13632
43.697, 14406
44.254, 13787
44.812, 13334
45.369, 12974
45.927, 12955
46.484, 12806
47.032, 12876
47.524, 12700
47.783, 14551
48.348, 14178
48.887, 13853
49.453, 13433
49.867, 11343
50.067, 12888
50.451, 10826
50.973, 10299
51.546, 9964.0
52.124, 9352.8
52.667, 8975.4
53.229, 8569.2
53.778, 8197.7
54.342, 7934.4
54.826, 8868.1
54.887, 7525.3
55.453, 7540.7
55.749, 8319.0
56.141, 7002.1
56.238, 7935.9
56.797, 7599.5
57.355, 7115.7
57.913, 6662.7
58.471, 6263.8
59.020, 5674.2
59.544, 5194.2
60.056, 4942.1
60.427, 4397.5
60.897, 4109.8
61.158, 3733.4
61.597, 3449.2
61.879, 3073.0
62.198, 2930.5
62.333, 2415.6
62.657, 2482.1
62.800, 2037.2
63.272, 1755.2
63.728, 1457.3
64.175, 1204.1
64.610, 1003.4
65.008, 857.94
65.031, 1085.0
65.348, 748.96
65.756, 650.76
66.233, 583.48
66.671, 502.93
67.162, 462.54
67.186, 504.52
67.705, 422.41
67.997, 362.43
68.483, 309.18
68.999, 268.69
69.259, 240.24
69.752, 219.58
70.046, 192.50
70.527, 183.68
70.667, 162.80
71.049, 156.24
71.355, 136.37
71.913, 134.20
72.371, 122.06
72.563, 104.20
73.076, 96.975
73.464, 88.235
73.964, 82.365
74.349, 73.330
74.843, 71.761
75.334, 66.376
75.849, 63.200
76.416, 59.592
76.549, 52.467
77.099, 55.757
77.253, 47.835
77.728, 47.365
78.288, 45.402
78.869, 42.918
79.428, 41.160
79.783, 41.203
81.188, 38.344
81.794, 34.430
82.351, 33.828
82.909, 33.236
83.466, 32.761
84.024, 32.188
84.581, 31.907
85.138, 31.860
85.696, 31.724
86.253, 31.409
86.810, 31.338
87.368, 31.342
87.925, 31.347
88.501, 30.147
88.992, 30.499
89.597, 31.108
90.154, 31.189
90.711, 31.193
91.268, 31.388
91.826, 31.558
92.383, 31.857
92.940, 32.251
93.508, 32.829
94.061, 34.138
94.612, 33.367
94.719, 39.090
95.109, 33.426
95.336, 39.553
95.844, 39.780
96.442, 39.722
97.019, 38.713
97.179, 34.210
