Temperature,Resistance
25.853, 27300
26.457, 26641
26.994, 25824
27.611, 25133
28.967, 19561
29.524, 19204
30.081, 18868
30.639, 18478
31.196, 18221
31.754, 17902
32.311, 17596
32.868, 17281
33.427, 17152
33.983, 16817
34.541, 16437
35.098, 16261
35.657, 16109
36.198, 15751
36.777, 15418
37.318, 15187
37.880, 14858
38.442, 14363
39.000, 13970
39.557, 13532
40.115, 13194
40.672, 12719
41.230, 12371
41.787, 11926
42.345, 11580
42.903, 11146
43.485, 10658
44.034, 9974.6
44.576, 9504.4
45.133, 9195.4
45.691, 8781.4
46.245, 8600.9
46.805, 8935.5
47.363, 8237.9
47.921, 7689.0
48.478, 7359.7
49.036, 6937.0
49.528, 6714.6
50.175, 6868.7
50.389, 7237.8
50.867, 6805.3
51.425, 6439.4
51.995, 5801.1
52.501, 5600.3
52.938, 4959.6
53.391, 4699.3
53.481, 4189.8
53.709, 3608.0
54.049, 3077.4
54.056, 3701.8
54.302, 2476.8
54.355, 3282.4
54.662, 2139.3
55.089, 1886.5
55.557, 1704.9
55.655, 1482.5
56.186, 1324.8
56.815, 1223.4
57.308, 1164.6
57.655, 1011.3
58.038, 959.94
58.373, 856.03
58.839, 809.74
59.088, 707.34
59.571, 671.20
59.696, 588.02
60.209, 532.25
60.728, 486.71
60.853, 425.78
61.348, 385.62
61.828, 327.59
62.249, 270.27
62.602, 232.88
62.992, 224.17
63.038, 190.83
63.312, 167.26
63.571, 174.16
63.671, 148.51
64.051, 142.87
64.188, 120.38
64.693, 104.58
65.175, 92.034
65.676, 84.387
65.787, 75.980
66.344, 74.062
66.740, 68.782
67.201, 65.684
67.510, 54.936
67.918, 58.411
67.979, 49.686
68.568, 48.243
69.094, 45.543
69.651, 45.015
70.204, 43.313
70.744, 43.845
71.303, 49.153
71.313, 42.052
71.642, 41.661
71.820, 48.339
72.384, 47.859
72.955, 47.761
73.472, 46.878
74.285, 45.643
74.826, 46.114
75.383, 45.990
75.941, 45.076
76.498, 44.865
77.055, 44.908
77.613, 44.069
78.170, 43.263
78.708, 42.807
79.205, 41.768
79.703, 41.114
81.074, 39.891
81.510, 44.455
82.330, 44.308
83.042, 44.072
83.599, 44.204
84.141, 43.613
84.698, 44.170
85.255, 44.248
85.769, 43.141
86.371, 43.962
86.920, 43.461
87.481, 43.627
88.051, 42.726
88.610, 42.272
89.184, 42.780
89.728, 42.689
90.273, 42.495
90.838, 43.006
91.386, 43.092
91.943, 43.343
92.500, 43.675
93.057, 43.717
93.615, 43.803
94.172, 44.551
94.729, 44.612
95.286, 44.619
95.797, 44.359
