Temperature,Transmittance
26.727, 77.511
27.442, 77.391
27.673, 76.541
28.006, 75.836
28.663, 75.062
28.746, 75.975
29.436, 74.233
29.477, 75.154
30.158, 73.269
30.308, 74.207
30.828, 72.373
30.978, 73.231
31.172, 71.253
31.573, 72.195
31.674, 70.536
32.103, 71.152
32.422, 69.657
32.698, 70.244
33.033, 68.686
33.359, 69.187
33.600, 67.782
33.927, 68.293
34.161, 66.848
34.441, 67.500
34.735, 65.978
34.967, 66.626
35.301, 65.019
35.439, 65.800
35.767, 64.147
35.898, 63.063
36.114, 64.634
36.491, 62.407
36.544, 63.756
36.896, 61.418
37.125, 62.618
37.367, 60.544
37.610, 61.691
37.866, 59.568
38.095, 60.797
38.350, 58.671
38.522, 59.919
38.764, 57.757
38.924, 59.025
39.047, 56.777
39.209, 55.781
39.287, 58.266
39.537, 54.359
39.646, 57.175
39.873, 55.889
40.074, 54.892
40.290, 53.210
40.442, 54.101
41.061, 52.826
41.546, 52.237
42.263, 51.457
42.275, 52.470
43.165, 50.966
43.175, 51.849
44.043, 51.363
44.186, 50.592
45.056, 50.252
45.065, 51.085
45.935, 50.817
46.078, 50.045
46.948, 49.783
46.958, 50.655
47.854, 49.617
47.864, 50.423
48.760, 49.443
48.770, 50.246
49.651, 49.667
50.514, 49.515
51.401, 49.423
52.309, 49.370
53.216, 49.306
54.122, 49.205
55.029, 49.082
55.934, 48.878
56.840, 48.713
57.695, 48.574
58.455, 48.210
59.272, 48.075
60.086, 47.792
60.962, 47.529
61.839, 47.259
62.693, 46.959
63.587, 46.811
64.429, 46.735
65.140, 46.361
65.551, 46.798
66.015, 46.082
66.862, 46.078
67.655, 45.672
68.448, 45.629
69.023, 45.855
