Temperature,Transmittance
14.921, 81.261
15.731, 81.166
16.541, 81.058
17.352, 80.959
18.162, 80.897
18.972, 80.861
19.782, 80.851
20.592, 80.785
21.402, 80.783
22.212, 80.789
23.022, 80.794
23.833, 80.800
24.643, 80.805
25.453, 80.863
26.263, 80.975
27.073, 81.047
27.883, 81.052
28.693, 81.057
29.503, 81.063
30.313, 81.039
31.124, 80.958
31.934, 80.948
32.744, 80.929
33.554, 80.864
34.364, 80.870
35.174, 80.875
35.984, 80.879
36.794, 80.787
37.604, 80.741
38.415, 80.682
39.225, 80.576
40.035, 80.462
40.845, 80.462
41.655, 80.389
42.465, 80.340
43.275, 80.287
44.085, 80.230
44.831, 80.162
45.402, 79.812
46.101, 79.817
46.783, 79.371
47.516, 79.245
47.651, 78.507
48.418, 77.767
48.431, 78.614
49.172, 76.974
49.241, 77.868
49.604, 76.501
50.007, 76.962
50.165, 75.764
50.493, 76.219
50.644, 74.847
50.769, 69.843
50.898, 75.458
50.906, 73.946
50.942, 72.741
51.052, 69.182
51.273, 68.334
51.362, 74.687
51.494, 67.429
51.503, 73.771
51.515, 72.705
51.524, 72.306
51.597, 69.594
51.694, 66.502
51.877, 68.393
51.955, 65.680
52.044, 64.615
52.113, 67.463
52.334, 66.582
52.463, 63.758
52.518, 65.600
52.679, 62.800
52.746, 64.717
52.881, 61.937
53.056, 63.652
53.112, 60.989
53.231, 59.824
53.291, 62.737
53.460, 58.992
53.512, 61.912
53.696, 60.949
53.710, 58.119
53.880, 59.991
53.926, 57.236
54.069, 48.280
54.079, 56.419
54.109, 49.443
54.135, 55.486
54.150, 58.948
54.278, 45.169
54.282, 54.666
54.338, 53.714
54.381, 57.936
54.435, 50.479
54.470, 51.556
54.511, 52.564
54.627, 56.799
54.701, 48.293
54.743, 55.662
54.773, 49.302
54.875, 54.464
54.911, 45.376
54.932, 44.542
55.013, 53.441
55.034, 51.278
55.048, 50.598
55.077, 52.183
55.490, 43.783
55.869, 44.150
56.071, 42.953
56.488, 43.387
56.718, 42.168
57.084, 42.569
57.328, 41.305
57.725, 41.683
57.989, 40.482
58.636, 40.639
58.682, 39.801
59.495, 39.478
60.225, 39.324
60.572, 38.787
61.250, 38.818
61.756, 38.380
62.428, 38.353
62.860, 37.875
63.539, 37.924
63.886, 37.405
64.570, 37.474
64.917, 36.943
65.601, 37.030
65.948, 36.501
66.644, 36.652
66.893, 36.127
67.652, 36.205
68.462, 36.102
69.273, 36.038
70.083, 36.006
70.893, 35.955
71.703, 35.959
72.513, 35.946
73.306, 36.017
74.077, 35.829
74.870, 35.873
75.617, 35.979
75.964, 35.551
76.711, 35.693
77.521, 35.698
78.331, 35.704
79.141, 35.709
79.951, 35.703
80.762, 35.599
81.572, 35.594
82.382, 35.599
83.192, 35.605
84.002, 35.622
84.812, 35.636
85.622, 35.627
86.432, 35.632
87.242, 35.632
88.053, 35.639
88.863, 35.644
89.341, 35.646
