Temperature,Transmittance
11.370, 70.466
12.058, 70.420
12.630, 70.019
13.306, 69.982
13.812, 69.560
14.488, 69.521
15.060, 69.024
15.774, 68.974
15.910, 68.123
16.464, 67.579
16.750, 68.141
17.090, 66.786
17.352, 67.438
17.694, 66.055
18.033, 66.484
18.203, 65.129
18.484, 64.123
18.585, 65.530
18.871, 63.350
18.972, 64.897
19.266, 64.113
19.362, 62.581
19.671, 63.227
19.743, 61.680
20.137, 60.816
20.209, 62.231
20.336, 59.668
20.633, 58.818
20.666, 60.881
20.705, 57.777
20.960, 57.085
20.977, 56.158
21.025, 59.760
21.255, 58.481
21.310, 55.350
21.476, 57.415
21.565, 54.440
21.634, 56.407
21.822, 53.535
21.977, 55.134
22.116, 52.634
22.323, 54.227
22.428, 51.876
22.536, 53.410
22.546, 50.793
22.852, 49.927
22.912, 52.372
23.047, 51.540
23.086, 49.018
23.189, 47.972
23.317, 47.018
23.342, 50.678
23.421, 46.167
23.523, 49.689
23.644, 45.367
23.685, 44.361
23.704, 48.592
23.906, 47.278
24.123, 43.558
24.127, 46.237
24.201, 45.351
24.232, 42.615
24.378, 44.495
24.521, 41.532
24.753, 43.593
24.864, 42.678
24.916, 40.512
25.158, 41.717
25.426, 39.417
25.585, 40.611
26.137, 39.445
26.183, 38.503
26.867, 38.198
27.164, 37.311
27.883, 37.553
27.883, 36.740
28.540, 36.408
28.714, 36.843
29.266, 35.958
29.988, 35.847
30.123, 35.169
30.834, 35.229
31.266, 34.688
31.956, 34.698
32.206, 34.081
32.934, 34.251
33.072, 33.466
33.451, 33.108
35.681, 32.385
36.375, 32.409
36.624, 31.836
37.384, 31.868
38.161, 31.755
38.890, 31.582
39.667, 31.613
40.477, 31.656
41.287, 31.740
42.097, 31.833
42.907, 31.994
43.717, 32.156
44.527, 32.257
45.337, 32.384
46.148, 32.408
46.958, 32.413
47.768, 32.335
48.578, 32.293
49.388, 32.298
50.198, 32.304
51.008, 32.309
51.818, 32.314
52.628, 32.320
53.439, 32.325
54.249, 32.331
55.059, 32.336
55.869, 32.412
56.679, 32.478
57.489, 32.489
58.299, 32.612
59.109, 32.645
59.919, 32.650
60.730, 32.656
61.245, 32.659
