Temperature,Transmittance
15.796, 80.779
16.491, 80.840
16.740, 80.232
17.436, 80.319
17.783, 79.753
18.467, 79.790
18.814, 79.196
19.492, 79.183
19.924, 78.675
20.597, 78.679
21.029, 78.201
21.724, 78.175
22.406, 77.891
23.107, 77.859
23.454, 77.397
24.154, 77.456
24.836, 77.077
25.569, 77.076
25.704, 76.451
26.421, 76.593
26.768, 76.026
27.452, 76.079
27.799, 75.566
28.495, 75.689
28.744, 75.093
29.440, 75.207
29.787, 74.616
30.483, 74.688
30.733, 74.063
31.461, 74.172
31.596, 73.494
32.345, 73.612
32.480, 72.889
33.247, 72.177
33.259, 73.021
33.915, 71.490
34.042, 72.292
34.612, 70.752
34.827, 71.448
35.301, 69.866
35.542, 70.533
35.984, 69.960
35.999, 68.990
36.254, 67.871
36.439, 66.729
36.610, 69.013
36.773, 64.779
36.789, 65.863
36.836, 67.919
36.911, 63.016
36.993, 63.987
37.015, 61.249
37.032, 62.137
37.089, 66.942
37.168, 60.233
37.310, 65.847
37.339, 59.001
37.420, 65.073
37.457, 57.044
37.508, 57.979
37.531, 63.068
37.541, 64.038
37.599, 56.269
37.636, 62.075
37.678, 61.141
37.684, 55.347
37.834, 60.021
37.948, 54.492
37.997, 58.866
38.036, 57.783
38.071, 53.534
38.149, 52.673
38.210, 56.417
38.385, 55.139
38.431, 52.127
38.488, 49.629
38.562, 54.283
38.775, 53.090
38.799, 48.954
38.930, 52.152
39.110, 48.042
39.262, 49.569
39.381, 47.198
39.549, 48.609
39.656, 46.389
39.924, 47.751
39.943, 45.474
40.219, 46.595
40.251, 44.674
40.380, 43.759
40.599, 45.395
40.727, 42.942
40.882, 44.621
41.007, 43.840
41.041, 42.029
41.397, 42.990
41.416, 41.081
41.794, 41.913
41.976, 40.236
42.274, 40.828
42.648, 39.435
42.833, 39.975
43.184, 38.543
43.386, 39.171
43.505, 37.516
43.969, 38.098
44.592, 35.688
45.280, 35.667
45.910, 35.381
46.663, 35.323
47.456, 35.195
48.227, 35.013
49.020, 34.847
49.830, 34.736
50.640, 34.699
51.450, 34.635
52.260, 34.618
53.070, 34.502
53.880, 34.463
54.691, 34.349
55.501, 34.270
56.311, 34.223
57.121, 34.228
57.931, 34.218
58.741, 34.145
59.551, 34.151
60.361, 34.156
61.171, 34.162
61.982, 34.167
62.792, 34.172
63.602, 34.178
64.117, 34.181
67.579, 34.636
68.389, 34.638
69.199, 34.614
70.009, 34.603
70.819, 34.636
71.629, 34.648
72.439, 35.087
72.439, 34.274
73.250, 35.106
73.250, 34.280
73.949, 34.308
74.060, 35.040
74.870, 35.155
75.680, 35.038
75.964, 34.488
76.711, 35.129
76.711, 34.340
77.226, 34.344
77.521, 35.119
78.331, 35.224
79.117, 35.145
79.225, 34.694
80.099, 35.196
80.840, 35.058
81.719, 35.351
82.234, 34.541
82.529, 35.360
83.045, 34.588
83.408, 35.199
84.080, 35.152
84.959, 35.434
85.396, 34.641
85.932, 35.145
86.165, 34.638
86.645, 35.158
87.390, 35.050
88.200, 35.059
88.975, 35.043
89.794, 35.016
90.262, 34.976
