Temperature,Transmittance
12.697, 77.215
12.921, 77.630
13.589, 77.009
14.426, 77.160
14.576, 76.424
15.448, 76.065
15.450, 76.886
16.232, 75.828
16.404, 76.460
17.212, 76.093
17.976, 75.740
18.754, 75.678
19.320, 75.226
20.074, 75.241
20.557, 74.698
21.311, 74.701
21.794, 74.155
22.547, 74.157
23.031, 73.647
23.804, 73.670
24.082, 73.029
24.899, 73.118
25.048, 72.322
25.680, 71.650
25.945, 72.316
26.440, 70.901
26.778, 71.454
27.102, 69.957
27.321, 70.687
27.374, 68.849
27.814, 69.901
27.883, 68.068
28.093, 68.895
28.179, 67.011
28.554, 66.060
28.594, 67.997
28.951, 66.974
28.981, 65.222
29.374, 65.979
29.509, 64.377
29.825, 65.040
29.858, 63.489
30.228, 62.599
30.359, 63.910
30.486, 61.633
30.852, 62.819
30.925, 60.674
31.221, 61.648
31.547, 59.872
31.632, 60.915
31.910, 58.829
32.051, 57.850
32.138, 59.747
32.534, 57.132
32.535, 58.745
32.877, 57.818
33.038, 56.348
33.479, 56.727
33.623, 55.534
34.213, 54.573
34.260, 55.451
35.015, 54.683
35.094, 54.082
35.968, 53.684
36.778, 53.431
37.345, 52.933
38.104, 52.903
38.492, 52.321
39.272, 52.388
39.568, 51.762
39.828, 51.009
40.377, 51.583
40.724, 50.834
41.553, 50.378
41.555, 51.174
42.391, 50.798
42.779, 50.265
43.546, 50.553
43.934, 50.042
44.748, 50.363
44.966, 49.883
45.787, 50.222
46.099, 49.717
46.888, 49.900
47.669, 49.710
48.447, 49.584
49.270, 49.216
50.118, 49.322
50.641, 48.937
51.430, 49.082
51.880, 48.813
52.666, 49.000
53.199, 48.693
53.955, 48.868
54.211, 48.280
55.051, 48.775
55.201, 48.090
56.018, 48.546
56.296, 47.958
57.146, 47.727
57.148, 48.527
58.054, 47.668
58.056, 48.471
58.962, 47.637
58.964, 48.433
59.798, 48.053
60.438, 47.720
61.273, 47.795
62.124, 47.876
62.402, 47.342
63.253, 47.400
64.161, 47.303
65.068, 47.230
65.976, 47.195
66.884, 47.206
67.792, 47.146
68.700, 47.175
69.408, 47.196
