Temperature,Resistance
26.783, 5.9959e+5
27.073, 6.8556e+5
27.647, 6.0086e+5
28.006, 6.3566e+5
28.385, 5.5893e+5
29.162, 5.3463e+5
30.123, 5.1340e+5
30.835, 5.2562e+5
32.203, 5.1562e+5
32.973, 4.9755e+5
33.817, 4.8102e+5
34.623, 4.6903e+5
35.430, 4.6014e+5
36.237, 4.4511e+5
37.044, 4.3031e+5
37.851, 4.1473e+5
38.658, 4.0020e+5
39.465, 3.8242e+5
40.272, 3.6925e+5
40.450, 3.0177e+5
41.079, 3.5479e+5
41.233, 2.9116e+5
41.886, 3.4278e+5
42.173, 2.7432e+5
42.693, 3.3037e+5
43.507, 3.2182e+5
44.175, 3.1339e+5
44.314, 2.5290e+5
45.122, 2.3989e+5
45.928, 2.3827e+5
46.649, 2.5445e+5
46.703, 2.2132e+5
47.539, 2.4170e+5
48.113, 2.1133e+5
48.646, 1.8960e+5
48.860, 2.2229e+5
49.692, 2.0103e+5
50.460, 1.9167e+5
51.229, 1.8083e+5
51.967, 1.7712e+5
52.220, 1.5538e+5
52.764, 1.3757e+5
52.975, 1.5593e+5
53.314, 1.2034e+5
53.655, 1.3343e+5
53.888, 1.0279e+5
54.072, 84959
54.082, 76221
54.421, 97596
54.439, 65221
54.597, 50612
54.727, 77927
54.923, 42020
55.013, 35589
55.095, 64177
55.268, 29037
55.332, 56349
55.714, 23588
55.725, 19728
55.731, 44626
55.831, 35447
56.130, 16199
56.150, 29072
56.338, 25218
56.435, 13270
56.552, 20884
56.594, 10991
56.848, 9388.8
56.864, 17708
57.067, 7462.1
57.163, 15068
57.313, 13652
57.505, 10750
57.530, 6311.5
57.695, 9054.6
57.721, 5289.5
57.945, 7704.3
58.324, 4327.7
58.330, 6410.4
58.627, 5730.7
59.115, 4121.1
59.247, 3339.6
59.639, 2716.3
59.671, 3507.1
59.801, 1993.2
60.119, 2782.7
60.293, 1694.0
60.307, 2436.9
60.688, 1443.1
60.903, 1127.8
60.905, 1765.7
61.206, 868.26
61.243, 1409.3
61.513, 727.29
61.551, 1104.9
61.916, 946.51
62.000, 724.84
62.032, 563.63
62.336, 609.72
62.543, 472.66
62.632, 554.95
62.860, 387.28
63.147, 320.02
63.408, 373.65
63.497, 259.89
63.714, 321.71
63.913, 208.36
64.123, 272.54
64.421, 238.84
64.550, 185.08
64.968, 158.90
65.373, 172.58
65.645, 138.95
66.155, 146.56
66.338, 117.61
66.759, 127.79
67.061, 107.15
67.378, 97.200
68.116, 99.277
68.121, 86.131
68.896, 87.589
69.034, 77.508
69.740, 78.536
70.247, 72.980
70.984, 72.283
71.790, 71.284
72.596, 70.795
73.403, 69.454
74.208, 69.317
75.015, 67.962
75.821, 66.247
76.628, 64.794
77.418, 62.174
78.211, 60.327
79.048, 58.794
79.855, 57.680
80.661, 56.518
81.468, 55.312
82.274, 53.933
83.080, 53.958
83.884, 56.728
84.173, 47.312
84.690, 55.756
84.916, 47.122
85.496, 55.069
85.722, 46.513
86.302, 54.358
86.529, 45.548
87.110, 51.678
87.397, 46.178
88.087, 49.126
88.338, 44.512
89.093, 44.992
89.831, 43.767
90.774, 43.383
91.541, 41.389
92.319, 40.882
93.177, 39.398
93.890, 38.451
94.739, 37.577
95.545, 36.978
96.351, 36.769
97.158, 36.139
97.964, 35.694
98.770, 34.943
99.576, 34.885
100.38, 34.901
101.19, 34.917
101.99, 34.880
102.78, 34.826
103.24, 33.574
