Temperature,Resistance
26.485, 80826
27.291, 81169
28.098, 78135
28.905, 74983
29.106, 66647
29.796, 67916
30.367, 63212
31.108, 63949
31.140, 56777
31.922, 58724
32.498, 53386
33.187, 54838
33.440, 48158
34.191, 53447
34.198, 44479
34.928, 47775
35.056, 42502
35.686, 44042
36.107, 38964
36.739, 39198
37.355, 35943
38.163, 33866
39.018, 30950
39.737, 29204
40.475, 27236
41.249, 25978
42.024, 24650
42.751, 23272
43.469, 22085
44.098, 20531
44.779, 19862
45.287, 17959
45.979, 17327
46.618, 16312
47.378, 15521
48.204, 14554
48.980, 13525
49.840, 14495
50.577, 12905
51.718, 10933
52.221, 9735.1
52.791, 8150.3
53.006, 9333.6
53.749, 7963.1
54.183, 7103.4
54.703, 6675.6
55.193, 6413.1
55.906, 5804.8
56.319, 5133.8
56.868, 4821.5
57.258, 4305.7
57.863, 4950.4
58.152, 3966.0
58.608, 3600.6
59.227, 3901.9
59.407, 3234.8
60.015, 2978.3
60.435, 2658.5
60.883, 3172.3
60.964, 2547.1
61.919, 2361.9
62.583, 2100.9
63.465, 1925.8
64.438, 1448.4
64.953, 1517.9
65.197, 1226.7
65.833, 1169.5
66.501, 1169.9
67.204, 1060.1
67.738, 983.64
68.609, 966.78
69.275, 999.80
69.353, 882.63
70.160, 851.45
70.968, 799.79
71.755, 751.78
72.584, 716.12
73.448, 691.43
74.199, 648.71
75.006, 617.99
75.814, 590.53
76.684, 584.60
77.393, 582.74
77.863, 621.49
78.133, 553.98
78.934, 536.30
79.650, 521.65
80.507, 500.69
81.314, 487.31
82.120, 477.20
82.927, 461.62
83.776, 438.26
84.553, 426.58
85.315, 419.65
86.203, 413.83
86.961, 401.55
87.767, 395.76
88.573, 390.05
89.380, 384.77
90.186, 381.32
90.992, 376.28
91.798, 368.36
92.604, 362.93
93.411, 357.37
94.216, 357.53
95.022, 357.70
95.828, 354.06
96.634, 349.70
97.440, 348.68
98.246, 348.21
99.052, 346.77
99.857, 346.09
100.61, 346.72
101.47, 353.16
102.32, 337.97
103.01, 339.37
103.89, 344.67
104.74, 347.69
105.17, 350.25
