Temperature,Resistance
26.778, 5.8884e+5
26.992, 6.8885e+5
27.647, 6.0181e+5
27.843, 6.6449e+5
28.453, 5.6917e+5
28.578, 6.3995e+5
29.244, 5.5670e+5
29.392, 6.1891e+5
30.115, 5.9809e+5
30.203, 5.3367e+5
30.915, 5.5523e+5
31.761, 5.4838e+5
32.569, 5.2081e+5
33.376, 5.0042e+5
34.183, 4.8141e+5
34.989, 4.7056e+5
35.797, 4.5242e+5
36.604, 4.3470e+5
37.404, 3.3617e+5
37.411, 4.1691e+5
38.218, 4.0133e+5
38.226, 3.2511e+5
39.025, 3.8326e+5
39.033, 3.1565e+5
39.803, 3.6942e+5
39.840, 3.0292e+5
40.567, 3.5209e+5
40.647, 2.8981e+5
41.454, 2.7778e+5
42.262, 2.6285e+5
43.070, 2.4495e+5
43.947, 2.3282e+5
44.682, 2.4293e+5
44.689, 2.0341e+5
45.462, 1.7920e+5
45.492, 2.1929e+5
46.180, 1.9441e+5
46.289, 1.6520e+5
46.966, 1.6711e+5
46.989, 1.4460e+5
47.581, 1.2765e+5
47.593, 1.4829e+5
47.967, 1.0195e+5
48.296, 1.2294e+5
48.304, 72915
48.559, 63256
48.605, 95772
48.618, 1.0860e+5
48.820, 53168
48.954, 44093
49.072, 85204
49.079, 61697
49.099, 36939
49.231, 30732
49.389, 54235
49.431, 46297
49.506, 23611
49.584, 38516
49.638, 18881
49.725, 27626
49.737, 32187
49.947, 15663
50.105, 21162
50.207, 11598
50.364, 9215.7
50.381, 18287
50.471, 16346
50.474, 13567
50.685, 7715.6
50.906, 10796
51.105, 6537.3
51.145, 7830.6
51.259, 5480.3
51.448, 4550.0
51.634, 5444.7
51.765, 3560.1
52.156, 3031.3
52.374, 4460.5
52.411, 2546.7
52.847, 2316.4
52.898, 3265.8
53.198, 2712.3
53.477, 2207.5
53.761, 1784.4
53.922, 1481.0
54.002, 1056.5
54.246, 1296.3
54.534, 880.68
54.643, 1249.1
54.831, 1090.7
54.886, 744.57
55.067, 972.85
55.219, 660.54
55.317, 429.66
55.494, 546.13
55.607, 348.27
55.739, 693.11
55.891, 591.30
55.897, 509.87
55.934, 285.30
55.985, 431.97
56.313, 358.91
56.493, 250.63
56.831, 303.47
57.334, 232.78
57.460, 260.93
58.158, 221.63
58.869, 212.08
59.219, 188.54
59.899, 188.71
60.248, 170.77
60.922, 171.82
61.429, 156.60
62.098, 153.92
62.605, 140.70
63.273, 140.64
63.780, 129.65
64.448, 129.42
64.955, 119.21
65.624, 119.33
66.056, 109.75
66.725, 110.38
67.158, 100.70
67.827, 100.65
68.333, 93.411
69.002, 94.203
69.434, 87.224
70.103, 88.124
70.535, 81.229
71.240, 80.935
71.967, 76.412
72.694, 74.777
73.375, 71.009
74.135, 69.335
74.942, 67.648
75.748, 66.123
76.537, 64.788
77.306, 62.150
78.064, 60.968
78.902, 58.502
79.709, 57.393
80.515, 56.548
81.321, 55.579
82.128, 53.829
82.975, 50.781
83.717, 56.297
83.745, 46.688
84.361, 55.405
84.551, 45.776
85.357, 44.908
86.227, 42.982
86.972, 41.537
87.778, 41.038
88.515, 40.669
88.948, 37.504
89.686, 37.136
90.446, 36.363
91.126, 34.640
91.886, 34.570
92.692, 33.843
93.499, 33.202
94.304, 33.065
95.110, 32.858
95.917, 32.305
96.722, 33.020
97.527, 33.127
98.333, 33.142
99.138, 33.659
99.943, 33.965
100.75, 33.981
101.54, 33.455
102.29, 32.445
