Temperature,Resistance
26.679, 3.9624e+5
27.389, 3.9654e+5
27.755, 3.5170e+5
28.481, 3.6028e+5
28.486, 3.1168e+5
29.259, 3.3112e+5
29.491, 2.9085e+5
30.134, 3.0975e+5
30.336, 2.6205e+5
31.102, 2.8024e+5
31.021, 2.4983e+5
31.949, 2.6540e+5
31.876, 2.3252e+5
32.681, 2.4162e+5
33.031, 2.1012e+5
33.728, 2.0842e+5
34.409, 1.9673e+5
35.138, 1.9656e+5
35.276, 1.7729e+5
35.987, 1.8502e+5
36.336, 1.6543e+5
37.048, 1.6638e+5
37.187, 1.4773e+5
37.911, 1.5109e+5
38.163, 1.3421e+5
38.867, 1.3496e+5
39.119, 1.2057e+5
39.805, 1.2128e+5
40.312, 1.1138e+5
40.998, 1.1284e+5
41.250, 1.0085e+5
41.973, 1.0384e+5
42.112, 92512
42.834, 97400
43.086, 86921
43.810, 89235
43.949, 78523
44.722, 81794
44.700, 69953
45.082, 63164
45.492, 70536
45.610, 54778
45.956, 46399
46.405, 39239
46.183, 56366
46.609, 48780
46.923, 35179
46.989, 28467
47.082, 41163
47.403, 24894
47.450, 33787
47.874, 20445
47.887, 15224
48.118, 21758
48.117, 13071
47.915, 25642
48.317, 11560
48.583, 9658.3
48.885, 7683.0
48.510, 19672
48.857, 12446
49.175, 6002.1
49.121, 10263
49.302, 8878.1
49.544, 5388.1
49.623, 4081.6
49.540, 7357.7
49.823, 6223.2
50.105, 3434.2
50.054, 5164.1
50.394, 2891.2
50.433, 3898.4
50.837, 2441.7
51.131, 2102.8
50.884, 3284.1
51.097, 2806.8
51.583, 1784.4
51.555, 2361.9
52.029, 1511.5
51.890, 2064.6
52.514, 1300.8
52.237, 1780.7
52.633, 1535.8
53.114, 1100.7
53.041, 1351.6
54.005, 987.43
53.817, 1127.4
54.689, 914.67
55.431, 822.60
55.464, 929.52
56.246, 722.32
56.258, 821.74
57.051, 643.97
57.085, 721.28
57.861, 572.37
57.895, 645.29
58.671, 511.91
58.705, 573.43
59.480, 467.54
59.514, 521.37
60.268, 434.68
60.323, 479.82
61.236, 423.27
61.047, 448.46
61.717, 389.61
62.787, 382.00
63.538, 361.38
64.327, 338.99
65.142, 325.65
65.920, 302.26
66.648, 266.74
67.122, 305.04
67.423, 248.01
67.710, 291.96
68.280, 240.41
69.032, 260.41
68.977, 222.38
69.825, 230.62
70.653, 204.47
70.462, 248.45
71.428, 209.31
72.275, 212.40
73.101, 202.64
73.871, 196.54
74.684, 190.01
75.490, 185.04
75.801, 204.41
76.589, 186.30
77.396, 180.21
78.202, 178.10
79.008, 174.73
79.814, 173.53
80.620, 171.71
81.426, 169.08
82.233, 163.15
83.040, 158.41
83.846, 156.21
84.653, 154.31
85.458, 154.94
86.262, 162.74
86.267, 142.49
87.038, 158.14
87.153, 139.46
87.979, 154.01
87.807, 135.05
88.757, 143.68
89.564, 139.82
90.370, 137.64
91.143, 134.45
91.910, 130.43
92.675, 130.61
93.449, 125.50
93.476, 135.14
94.203, 124.20
94.824, 129.75
95.008, 118.80
95.792, 128.64
96.599, 126.13
97.463, 121.39
98.212, 120.95
98.947, 125.85
99.599, 135.98
