Temperature,Resistance
24.963, 238.70
25.372, 247.65
26.128, 243.89
26.912, 238.77
26.815, 217.63
27.696, 233.15
27.701, 211.04
28.479, 227.83
28.235, 207.08
29.263, 221.21
30.047, 215.43
30.831, 210.04
31.028, 191.18
31.758, 203.26
31.763, 183.36
32.542, 196.68
32.547, 179.04
33.326, 191.11
33.331, 174.23
34.110, 184.72
34.115, 167.64
34.894, 180.09
34.900, 162.28
35.678, 174.99
35.683, 158.34
36.462, 171.97
36.432, 154.58
37.246, 166.85
38.048, 161.91
38.700, 155.69
39.456, 150.35
40.221, 150.24
41.022, 148.70
41.823, 140.09
42.538, 134.61
43.243, 133.77
43.581, 126.42
44.236, 127.43
44.656, 121.12
45.323, 121.89
45.567, 114.38
46.232, 117.55
46.586, 111.94
47.340, 110.49
47.862, 103.96
48.527, 102.50
49.138, 97.991
49.821, 96.563
50.482, 93.047
51.188, 92.021
51.894, 89.522
52.582, 88.034
53.082, 82.979
53.871, 83.802
53.797, 88.851
54.645, 82.005
55.137, 78.015
55.790, 78.056
56.344, 75.248
56.997, 76.153
57.417, 72.746
58.066, 73.412
58.485, 70.245
59.135, 70.986
59.554, 67.867
60.207, 68.170
60.762, 65.158
61.376, 64.101
62.012, 63.211
62.695, 61.088
63.476, 62.295
64.221, 58.689
64.933, 58.348
65.621, 55.283
65.881, 57.708
66.456, 55.732
66.519, 56.882
67.323, 56.221
67.964, 54.828
68.041, 49.897
69.033, 53.728
69.383, 49.277
69.896, 52.703
70.176, 48.649
70.679, 51.852
70.955, 47.991
71.668, 50.577
71.673, 45.851
72.451, 49.892
72.479, 45.877
73.263, 49.016
74.018, 48.129
74.694, 42.725
74.781, 46.842
75.477, 43.294
75.728, 45.917
76.285, 42.459
77.012, 42.402
77.793, 44.163
77.798, 39.855
78.579, 41.206
79.362, 40.532
80.146, 39.843
80.925, 42.086
80.930, 38.254
81.711, 39.513
82.491, 41.545
82.496, 37.719
83.274, 41.168
83.279, 37.433
84.057, 40.949
84.062, 37.206
84.840, 40.577
84.845, 36.605
85.623, 40.315
85.628, 36.355
86.405, 40.176
86.411, 36.230
87.189, 39.415
87.194, 36.009
87.929, 37.548
88.589, 36.534
89.255, 36.916
