Temperature,Resistance
25.594, 479.50
25.600, 433.87
26.378, 466.79
26.384, 421.42
27.162, 453.06
27.168, 408.86
27.947, 432.13
27.952, 397.73
28.731, 426.49
28.736, 386.02
29.338, 407.05
29.520, 372.97
30.304, 362.27
31.095, 353.00
31.872, 341.65
32.623, 331.14
33.440, 323.53
34.168, 321.86
34.779, 306.56
35.445, 306.41
35.783, 291.39
36.473, 301.06
36.495, 278.71
37.349, 288.48
38.081, 277.64
38.636, 263.82
39.326, 263.64
39.460, 243.66
40.147, 243.58
40.639, 227.68
41.327, 220.12
41.463, 200.56
42.070, 191.99
42.235, 201.79
42.730, 179.54
43.126, 162.94
43.526, 176.52
43.912, 150.79
44.305, 158.79
44.613, 137.69
45.085, 126.43
45.346, 136.29
45.704, 117.12
46.184, 123.77
46.492, 109.54
46.995, 92.858
47.120, 109.66
47.767, 97.845
47.840, 85.759
48.593, 84.088
48.743, 72.858
49.271, 80.228
49.579, 66.667
50.233, 60.367
50.168, 68.841
50.814, 62.218
50.925, 56.959
51.579, 54.958
51.793, 54.988
52.389, 51.041
52.712, 43.543
53.187, 45.787
53.369, 42.178
53.674, 38.933
54.394, 40.077
54.401, 35.225
55.162, 32.784
55.003, 37.302
55.841, 30.977
56.144, 29.915
56.898, 30.575
57.679, 31.771
57.663, 28.654
58.462, 31.163
59.246, 30.361
59.993, 28.377
60.030, 29.601
60.761, 27.943
61.527, 27.606
62.311, 27.094
63.094, 26.651
63.822, 26.406
64.433, 25.362
65.095, 24.621
65.975, 24.058
66.375, 25.929
66.795, 23.870
67.254, 25.266
67.579, 22.973
68.038, 24.376
68.363, 22.193
68.822, 23.489
69.143, 21.077
69.558, 22.759
69.885, 20.797
70.343, 21.796
71.120, 20.694
71.420, 25.504
71.722, 21.152
71.943, 19.769
71.812, 17.832
72.608, 19.402
72.662, 16.709
73.382, 16.342
74.304, 15.346
74.784, 17.288
75.147, 14.879
75.569, 16.422
75.980, 14.566
76.377, 15.768
76.675, 14.137
77.162, 15.180
77.922, 14.762
78.706, 14.360
79.490, 13.964
80.274, 13.692
80.235, 12.691
81.129, 13.349
81.912, 13.074
82.663, 12.720
83.525, 12.264
84.264, 12.037
85.047, 11.912
85.830, 11.742
86.613, 11.622
87.397, 11.417
88.180, 11.222
88.679, 11.105
