Temperature,Resistance
25.162, 2040.4
24.989, 1860.8
25.945, 2029.6
26.728, 2008.1
27.511, 1990.6
28.294, 1968.9
29.077, 1948.8
29.860, 1924.6
30.643, 1900.6
31.426, 1874.2
31.850, 1753.4
32.495, 1834.4
32.499, 1694.2
33.349, 1800.0
34.133, 1768.3
34.916, 1737.8
35.135, 1558.9
35.700, 1702.0
35.948, 1538.9
36.505, 1669.9
36.524, 1507.6
37.267, 1635.7
38.051, 1589.9
38.834, 1557.8
39.256, 1414.9
39.672, 1520.3
40.028, 1379.3
40.427, 1457.9
40.829, 1352.1
41.546, 1338.0
42.330, 1296.4
43.088, 1251.8
43.869, 1200.7
44.683, 1168.2
45.516, 1145.7
46.281, 1140.2
47.033, 1119.7
47.814, 1146.1
47.818, 1060.7
48.583, 1080.0
49.367, 1046.5
49.280, 1126.5
50.163, 1014.8
50.062, 1097.9
50.941, 989.99
50.867, 1076.0
51.731, 968.24
51.630, 1046.4
52.510, 951.44
52.387, 1016.3
53.301, 958.58
53.181, 989.82
54.150, 951.13
54.868, 919.94
55.635, 890.41
56.382, 862.27
57.104, 839.51
57.765, 806.65
58.438, 779.15
58.930, 737.60
59.580, 732.46
60.000, 688.36
60.680, 701.24
60.742, 631.70
61.233, 543.38
61.406, 612.41
61.723, 498.13
61.974, 541.96
62.064, 447.39
62.211, 400.18
62.503, 472.29
62.505, 361.97
62.701, 331.40
62.828, 431.72
63.298, 310.27
63.201, 390.30
63.573, 354.81
63.681, 280.71
64.065, 319.68
64.446, 268.66
64.568, 290.63
64.791, 243.82
65.275, 225.45
65.222, 256.00
65.755, 225.73
65.916, 206.78
66.090, 188.76
66.486, 171.24
66.767, 153.94
67.028, 113.39
66.991, 138.25
67.279, 99.192
67.252, 125.77
67.298, 89.286
67.325, 79.879
67.719, 73.838
67.580, 111.15
67.792, 96.576
68.018, 67.193
67.976, 85.472
68.378, 61.619
68.232, 76.080
68.557, 68.419
68.906, 58.947
69.098, 53.136
69.370, 46.969
69.560, 42.900
70.053, 40.623
70.337, 33.923
70.691, 32.125
70.507, 39.423
71.159, 29.109
71.275, 32.484
71.695, 26.017
71.911, 28.914
72.392, 25.325
72.525, 22.905
73.058, 21.326
73.023, 24.080
73.643, 21.022
73.864, 19.526
74.636, 19.076
74.833, 17.418
75.451, 16.947
76.096, 16.126
76.897, 15.560
77.569, 15.230
78.023, 14.647
78.771, 14.426
79.561, 13.948
80.345, 13.522
80.351, 12.240
81.130, 13.095
81.135, 11.804
81.914, 12.566
81.919, 11.401
82.634, 11.705
82.989, 10.905
83.773, 10.633
84.558, 10.099
85.341, 9.9194
86.062, 9.8035
86.616, 9.4415
87.298, 9.4005
88.099, 9.2982
88.908, 9.2016
89.536, 9.1017
90.065, 8.4232
90.475, 8.9993
