Temperature,Resistance
24.879, 297.63
25.091, 312.00
25.672, 281.28
25.808, 306.22
26.399, 274.13
26.615, 300.43
27.251, 280.15
27.441, 296.39
28.026, 276.73
28.306, 291.37
28.810, 278.19
28.938, 288.13
29.748, 282.95
30.217, 267.45
30.992, 273.55
31.743, 269.04
32.527, 261.61
32.532, 235.32
33.311, 253.34
33.317, 226.05
34.096, 240.29
34.102, 215.54
34.882, 224.66
34.888, 203.13
35.455, 208.82
35.689, 189.89
36.291, 178.77
36.964, 173.13
37.455, 164.45
38.142, 162.14
38.680, 151.74
39.385, 150.61
39.404, 137.84
40.135, 141.58
40.175, 132.15
40.959, 127.01
41.258, 142.08
41.804, 124.21
41.925, 135.23
42.594, 119.06
42.737, 128.39
43.327, 111.20
43.400, 123.27
44.128, 111.28
44.859, 103.19
45.613, 96.204
45.309, 104.58
46.316, 91.623
46.737, 85.744
47.390, 84.196
47.553, 77.915
48.268, 67.381
48.120, 73.115
48.911, 66.667
49.109, 59.180
49.818, 61.669
49.825, 54.223
50.605, 56.860
50.612, 50.487
51.141, 54.973
51.392, 46.672
52.185, 43.360
52.678, 46.932
53.032, 41.731
53.751, 42.154
53.758, 37.337
54.502, 39.163
54.573, 34.914
55.259, 32.638
55.324, 36.251
56.109, 31.888
56.007, 35.025
56.894, 30.238
56.776, 32.874
57.622, 28.744
57.590, 31.406
58.399, 26.655
59.184, 25.406
59.921, 25.900
60.605, 24.518
60.748, 26.020
61.367, 23.900
62.089, 22.964
62.826, 22.291
63.443, 22.768
63.665, 21.190
64.385, 21.980
64.389, 20.317
65.141, 21.092
65.173, 19.712
65.957, 19.393
66.740, 18.994
67.405, 18.702
68.011, 19.650
68.472, 18.764
69.158, 19.215
70.017, 17.614
69.975, 19.705
70.744, 17.436
71.609, 18.422
72.359, 19.312
72.822, 19.044
74.068, 18.829
74.892, 17.304
75.637, 17.339
76.416, 18.551
76.422, 16.521
77.199, 18.431
77.205, 16.446
77.998, 17.601
77.988, 16.340
78.769, 16.887
79.541, 16.586
80.334, 16.655
81.071, 16.930
81.709, 16.347
82.102, 17.343
82.532, 16.420
83.250, 16.995
83.254, 15.774
84.018, 16.279
84.764, 15.933
85.530, 15.941
86.312, 15.992
87.094, 16.034
87.878, 15.769
88.660, 15.745
89.336, 15.775
