Temperature,Resistance
25.125, 491.96
25.832, 479.40
26.619, 470.21
27.446, 460.35
28.230, 451.04
29.013, 441.25
29.797, 429.72
30.581, 421.02
31.127, 389.56
31.493, 410.39
32.022, 387.94
32.122, 402.77
32.932, 393.45
33.716, 383.03
33.861, 363.89
34.642, 374.46
35.449, 359.54
36.210, 351.21
36.994, 344.11
37.777, 339.00
38.505, 334.22
39.115, 323.46
39.776, 322.06
40.196, 306.46
40.846, 304.64
41.338, 289.97
41.999, 287.57
42.610, 272.91
43.272, 265.72
43.776, 244.72
44.409, 226.67
44.420, 247.09
45.191, 216.47
45.224, 232.91
45.981, 202.72
45.993, 219.62
46.750, 186.31
46.798, 206.10
47.549, 177.58
47.582, 191.50
48.340, 161.13
48.350, 177.87
49.127, 148.38
49.137, 163.46
49.909, 138.86
49.942, 150.17
50.700, 126.93
50.628, 140.32
51.488, 116.40
51.368, 128.67
52.290, 111.01
52.155, 118.37
52.991, 105.74
53.692, 97.118
54.324, 85.588
54.409, 93.257
55.074, 80.948
55.579, 75.856
55.971, 77.846
56.299, 71.636
56.390, 65.312
57.032, 69.611
57.144, 62.865
57.553, 57.257
58.260, 52.639
58.968, 49.125
59.032, 52.952
59.506, 44.887
59.877, 47.001
60.124, 41.082
60.472, 43.255
60.925, 38.676
61.588, 36.807
62.039, 35.341
62.363, 31.852
62.877, 33.653
63.154, 30.294
63.868, 31.338
63.874, 28.090
64.439, 30.397
64.659, 26.794
65.438, 28.632
65.159, 25.687
66.223, 27.096
66.229, 24.260
67.009, 25.817
67.014, 23.149
67.794, 24.598
67.799, 22.106
68.578, 23.525
68.584, 21.126
69.363, 22.499
69.369, 20.220
70.148, 21.478
70.010, 19.788
70.933, 20.658
71.515, 18.481
71.693, 19.957
72.501, 19.386
73.149, 16.658
74.784, 17.301
75.568, 16.597
75.766, 14.975
76.409, 15.826
77.137, 15.371
77.921, 14.913
78.706, 14.491
79.484, 13.985
80.246, 13.650
81.057, 13.379
81.841, 13.123
82.625, 12.800
83.409, 12.428
83.378, 11.266
84.192, 12.186
84.976, 11.962
85.759, 11.746
85.907, 10.561
86.543, 11.465
86.739, 10.506
87.469, 11.230
87.474, 10.180
88.252, 11.028
88.257, 10.012
89.035, 10.911
89.041, 9.8504
89.717, 10.711
89.646, 9.7744
90.283, 10.441
