Temperature,Resistance
32.519, 1.6388e+6
32.522, 1.4014e+6
33.514, 1.5224e+6
33.689, 1.3487e+6
34.657, 1.3666e+6
35.608, 1.3835e+6
36.921, 1.1952e+6
37.879, 1.0139e+6
37.969, 1.1985e+6
38.829, 1.1210e+6
38.950, 9.6690e+5
39.985, 9.4346e+5
40.167, 1.1358e+6
40.740, 1.0957e+6
40.986, 9.1218e+5
42.012, 8.5717e+5
43.105, 8.4507e+5
43.512, 9.6248e+5
44.079, 7.7551e+5
44.779, 9.2979e+5
45.113, 7.3583e+5
46.175, 7.2518e+5
47.197, 6.9984e+5
48.211, 7.0207e+5
48.214, 6.1805e+5
49.202, 6.1100e+5
50.253, 5.7296e+5
51.314, 5.3280e+5
52.348, 5.0732e+5
53.381, 4.8103e+5
54.454, 4.5574e+5
55.442, 4.3796e+5
56.505, 4.1790e+5
57.426, 4.1823e+5
58.066, 3.8177e+5
58.745, 4.2148e+5
59.106, 3.5837e+5
60.050, 3.8651e+5
60.054, 3.1814e+5
61.084, 3.5758e+5
61.088, 2.9474e+5
62.118, 3.3337e+5
62.122, 2.7479e+5
63.048, 2.5797e+5
63.151, 3.1059e+5
64.185, 2.9079e+5
65.307, 2.6621e+5
66.244, 2.4918e+5
67.292, 2.3400e+5
68.307, 2.1984e+5
69.325, 2.1195e+5
70.388, 2.0073e+5
71.421, 1.9006e+5
72.298, 1.8194e+5
72.483, 1.7154e+5
73.488, 1.7244e+5
74.522, 1.6465e+5
75.555, 1.5788e+5
76.627, 1.5047e+5
77.631, 1.4127e+5
78.655, 1.3711e+5
79.688, 1.3367e+5
80.721, 1.3099e+5
81.754, 1.2766e+5
82.744, 1.2492e+5
83.675, 1.1919e+5
84.540, 1.1803e+5
84.855, 1.0719e+5
87.202, 1.0062e+5
88.235, 98751
89.269, 93896
90.302, 90863
91.335, 87250
92.410, 84889
93.401, 83641
94.374, 83124
95.244, 80644
96.195, 80721
97.199, 77499
97.249, 84803
98.232, 75240
98.282, 82555
99.158, 80987
99.311, 71671
100.28, 72348
101.15, 64580
101.29, 76589
102.32, 74533
103.27, 73016
103.32, 67382
104.32, 66509
104.33, 71301
105.42, 69416
106.45, 68076
107.48, 66997
108.56, 64875
109.48, 63508
110.66, 61577
111.62, 59081
112.68, 58084
113.66, 56734
114.71, 56803
115.75, 55462
116.36, 55624
