Temperature,Resistance
32.758, 1.0663e+6
33.750, 9.9026e+5
34.783, 9.6808e+5
35.816, 9.3286e+5
36.849, 9.1100e+5
37.882, 8.8748e+5
38.915, 8.5399e+5
39.906, 8.2662e+5
40.836, 7.8533e+5
41.827, 7.5689e+5
42.801, 7.3498e+5
43.672, 6.9129e+5
44.557, 6.8709e+5
45.204, 6.3116e+5
46.061, 6.3677e+5
46.613, 5.8281e+5
47.475, 5.8661e+5
48.205, 5.4452e+5
49.067, 5.4243e+5
49.714, 4.9875e+5
50.571, 4.9787e+5
51.218, 4.5866e+5
52.079, 4.5969e+5
52.810, 4.2671e+5
53.700, 4.2141e+5
54.571, 3.9782e+5
55.456, 3.9345e+5
56.103, 3.6282e+5
56.960, 3.6494e+5
57.512, 3.3196e+5
58.370, 3.3184e+5
58.923, 2.9891e+5
59.787, 2.9877e+5
60.232, 2.6243e+5
61.166, 2.1998e+5
61.184, 2.6377e+5
61.714, 1.9364e+5
62.072, 2.2867e+5
62.433, 1.6793e+5
62.723, 1.3527e+5
62.740, 1.8976e+5
63.307, 1.5928e+5
63.335, 1.1756e+5
63.902, 1.3076e+5
64.318, 1.1352e+5
65.408, 97538
66.179, 1.0152e+5
66.326, 81274
67.121, 85656
67.254, 69210
68.252, 70341
68.255, 60109
69.207, 60814
69.651, 54400
70.515, 54608
71.163, 49083
72.020, 48335
72.573, 42892
73.453, 42690
73.773, 37838
74.675, 38963
74.995, 34865
75.903, 35167
76.774, 33510
77.747, 33444
78.710, 33440
82.579, 28088
83.570, 27403
84.603, 26499
85.636, 25606
86.669, 24928
87.702, 24361
88.735, 23899
89.768, 23537
90.800, 23188
91.791, 22668
92.721, 21677
93.712, 21264
94.745, 20715
95.778, 20201
96.811, 19673
97.844, 19084
98.876, 18821
99.909, 18335
100.94, 17724
101.98, 17224
103.01, 16820
104.04, 16461
105.07, 16132
106.11, 15943
107.14, 15597
108.17, 15248
109.21, 14911
110.24, 14618
111.27, 14529
112.30, 14400
113.34, 14372
114.37, 14219
115.40, 14008
116.25, 13827
