Temperature,Resistance
32.933, 2.6934e+5
33.966, 2.6229e+5
34.999, 2.5462e+5
36.010, 2.4807e+5
36.994, 2.3923e+5
37.931, 2.3487e+5
38.736, 2.2138e+5
39.695, 2.1810e+5
40.728, 2.1224e+5
41.761, 2.0698e+5
42.794, 2.0249e+5
43.827, 1.9802e+5
44.801, 1.9485e+5
45.671, 1.8394e+5
46.645, 1.8000e+5
47.678, 1.7547e+5
48.689, 1.6912e+5
49.673, 1.6160e+5
50.641, 1.5662e+5
51.572, 1.4833e+5
52.474, 1.4691e+5
53.027, 1.3419e+5
53.912, 1.3412e+5
54.783, 1.2610e+5
55.684, 1.2351e+5
56.488, 1.1458e+5
57.389, 1.1253e+5
58.260, 1.0528e+5
59.145, 1.0462e+5
59.792, 96245
60.648, 96353
61.296, 88082
62.175, 88582
62.495, 78328
63.375, 78986
63.928, 71110
64.785, 70829
65.338, 62951
66.283, 63218
66.265, 52718
66.892, 46205
67.206, 53702
67.734, 44618
67.975, 32478
68.869, 27464
68.736, 34338
69.726, 22973
69.632, 28591
70.503, 19428
70.386, 24123
71.268, 16320
71.141, 20196
72.139, 14003
72.144, 16504
73.017, 11868
73.072, 14341
73.873, 9953.2
73.826, 12339
74.645, 8365.1
74.534, 10395
75.313, 6996.3
75.393, 8334.3
75.980, 5992.9
76.122, 6974.0
76.639, 5057.9
76.783, 5853.8
77.164, 4233.5
77.570, 4715.2
77.874, 3601.4
78.587, 3644.8
79.843, 3006.3
80.722, 2992.7
81.167, 2653.6
82.038, 2677.5
82.483, 2413.7
83.346, 2454.2
83.993, 2264.3
84.938, 2273.6
85.970, 2231.3
86.961, 2179.2
87.891, 2076.7
88.882, 2056.3
89.914, 2020.8
90.947, 1974.2
91.980, 1916.4
93.013, 1867.0
94.046, 1823.2
95.079, 1787.4
96.112, 1746.7
97.145, 1708.2
98.177, 1685.9
99.210, 1671.5
100.24, 1654.2
101.28, 1629.7
102.31, 1596.6
103.34, 1576.3
104.37, 1558.9
105.41, 1529.9
106.44, 1513.1
107.47, 1474.0
108.50, 1435.4
109.54, 1412.7
110.57, 1398.1
111.60, 1396.9
112.64, 1395.7
113.67, 1391.6
114.70, 1368.1
115.69, 1350.7
