Temperature,Resistance
32.821, 4.8070e+5
33.765, 4.8135e+5
34.799, 4.6645e+5
35.758, 4.5564e+5
36.563, 4.2709e+5
37.480, 4.1881e+5
38.411, 3.9866e+5
39.402, 3.8602e+5
40.392, 3.7707e+5
41.322, 3.6129e+5
42.290, 3.5453e+5
43.275, 3.3852e+5
44.202, 3.3238e+5
44.933, 3.0727e+5
45.795, 3.0820e+5
46.347, 2.7933e+5
47.205, 2.7952e+5
47.758, 2.4817e+5
48.638, 2.4676e+5
48.959, 2.1269e+5
49.887, 2.1508e+5
50.062, 1.8558e+5
50.990, 1.8891e+5
51.310, 1.6477e+5
52.277, 1.6843e+5
52.281, 1.4299e+5
53.043, 1.2603e+5
53.340, 1.4421e+5
53.912, 1.0836e+5
54.208, 1.2289e+5
54.703, 91338
54.963, 1.0369e+5
55.451, 77776
55.802, 86544
56.125, 65418
56.519, 72869
56.849, 54038
57.023, 63083
57.131, 43506
57.652, 52950
57.728, 38505
58.220, 43146
58.268, 31889
58.749, 36770
58.754, 27019
59.330, 23173
59.335, 30264
59.901, 25692
59.961, 18801
60.503, 21554
60.546, 15760
61.130, 17514
61.165, 13263
61.796, 14492
62.062, 11866
62.479, 10269
63.129, 11086
63.301, 8890.7
64.196, 7536.6
64.259, 9265.6
65.155, 7552.9
65.156, 6072.9
66.031, 5632.9
66.239, 6296.0
67.052, 5365.7
67.984, 5220.1
68.914, 4968.9
69.882, 4828.0
70.866, 4630.4
71.855, 4496.8
72.839, 4262.3
73.850, 4104.7
74.883, 3966.5
75.916, 3841.1
76.949, 3764.3
77.982, 3720.3
79.014, 3678.1
80.047, 3621.1
81.080, 3591.3
82.113, 3510.9
83.146, 3416.6
84.178, 3330.7
85.211, 3248.1
86.221, 3249.0
86.899, 3530.0
88.990, 2972.5
90.000, 2913.4
91.033, 2859.1
92.066, 2814.8
93.099, 2764.4
94.131, 2738.8
95.164, 2709.6
96.196, 2697.8
97.229, 2694.5
98.262, 2657.4
99.294, 2645.8
100.33, 2617.6
101.36, 2582.4
102.39, 2555.8
103.42, 2520.6
104.46, 2470.2
105.49, 2462.9
106.52, 2428.1
107.56, 2398.1
108.59, 2385.1
109.62, 2353.0
110.65, 2351.0
111.69, 2326.8
112.72, 2327.2
113.75, 2320.3
114.78, 2294.8
