Temperature,Resistance
32.461, 8.5619e+5
33.472, 8.3917e+5
34.505, 8.1492e+5
35.496, 7.9066e+5
36.426, 7.5700e+5
37.374, 7.4350e+5
38.304, 7.0801e+5
39.273, 6.8786e+5
40.257, 6.5728e+5
41.180, 6.4425e+5
41.827, 5.8356e+5
42.684, 5.8056e+5
43.331, 5.2945e+5
44.187, 5.2774e+5
44.834, 4.8571e+5
45.696, 4.8756e+5
46.426, 4.5074e+5
47.293, 4.4571e+5
48.024, 4.0683e+5
48.909, 4.0835e+5
49.229, 3.5851e+5
50.157, 3.6595e+5
50.332, 3.1679e+5
51.286, 3.2344e+5
51.461, 2.8071e+5
52.389, 2.8566e+5
52.709, 2.5043e+5
53.637, 2.5791e+5
53.812, 2.2424e+5
54.765, 2.3238e+5
54.941, 2.0029e+5
55.933, 2.0606e+5
55.937, 1.7481e+5
56.969, 1.7857e+5
56.973, 1.5107e+5
57.987, 1.2843e+5
58.005, 1.5367e+5
58.598, 1.1623e+5
59.175, 1.2701e+5
59.456, 99593
60.077, 1.0704e+5
60.324, 83221
60.808, 91722
61.180, 70480
61.680, 75850
62.006, 60903
62.662, 64368
63.089, 54772
63.994, 54852
64.169, 47605
65.123, 49109
65.298, 43229
65.960, 48052
67.948, 39321
68.921, 38416
69.955, 37298
70.945, 36446
71.875, 34889
72.843, 34414
73.827, 33079
74.796, 32486
75.726, 30971
76.674, 30654
77.604, 29214
78.573, 28543
79.556, 27699
80.567, 27062
81.558, 26155
82.407, 25957
83.006, 28003
84.648, 23107
85.639, 22485
86.672, 21866
87.705, 21323
88.738, 20875
89.771, 20422
90.804, 20084
91.836, 19738
92.869, 19343
93.902, 18745
94.935, 18261
95.968, 17839
97.001, 17439
98.034, 16977
99.067, 16655
100.10, 16311
101.13, 15979
102.17, 15512
103.20, 15133
104.23, 14898
105.26, 14605
106.30, 14328
107.33, 14027
108.36, 13526
109.40, 13126
110.43, 12729
111.44, 12432
112.42, 12091
113.43, 11980
114.47, 11916
115.50, 11739
116.20, 11581
