Temperature,Resistance
31.844, 1.0821e+6
32.716, 1.0610e+6
33.750, 9.8574e+5
34.783, 9.6333e+5
35.816, 9.2568e+5
36.790, 9.1086e+5
37.660, 8.5916e+5
38.612, 8.3934e+5
39.596, 8.0351e+5
40.547, 7.8155e+5
41.418, 7.3929e+5
42.391, 7.2342e+5
43.402, 6.9987e+5
44.386, 6.7222e+5
45.314, 6.6177e+5
46.044, 6.1654e+5
46.935, 6.1247e+5
47.805, 5.7818e+5
48.719, 5.6779e+5
49.590, 5.3600e+5
50.521, 5.2286e+5
51.452, 4.9483e+5
52.400, 4.7910e+5
53.331, 4.5517e+5
54.247, 4.4836e+5
55.418, 4.4143e+5
56.298, 4.6042e+5
56.850, 4.2376e+5
57.609, 3.9209e+5
57.793, 4.6708e+5
58.915, 4.3218e+5
59.860, 4.1566e+5
60.893, 4.0807e+5
61.926, 4.0033e+5
62.959, 3.9233e+5
63.991, 3.8584e+5
64.942, 3.7824e+5
65.672, 3.5496e+5
66.562, 3.4845e+5
67.433, 3.2561e+5
68.341, 3.2517e+5
68.662, 2.8548e+5
69.590, 2.9067e+5
69.765, 2.5145e+5
70.719, 2.5773e+5
70.894, 2.2455e+5
71.847, 2.3194e+5
72.022, 2.0065e+5
72.976, 2.0447e+5
73.151, 1.7768e+5
74.064, 1.8004e+5
74.508, 1.6176e+5
75.402, 1.5896e+5
76.207, 1.4961e+5
77.089, 1.4666e+5
77.243, 1.2722e+5
78.123, 1.3789e+5
78.277, 1.1927e+5
79.145, 1.2670e+5
79.306, 1.1006e+5
80.249, 96462
81.208, 83771
81.876, 68889
82.139, 79910
82.743, 58567
82.940, 68121
83.632, 49656
83.930, 56074
84.529, 42032
84.741, 48048
85.576, 38316
86.567, 36573
86.571, 31027
87.603, 31650
87.606, 26926
88.599, 27424
88.774, 23664
89.687, 23875
90.132, 21298
90.996, 21707
91.548, 19888
92.410, 20018
93.140, 18692
94.090, 18399
95.081, 17841
96.011, 16996
97.002, 16597
98.035, 16225
99.068, 16035
100.10, 15999
101.13, 15929
102.17, 15534
103.12, 15191
103.77, 14924
106.20, 14804
107.24, 14595
108.27, 14409
109.30, 14346
110.33, 14144
111.37, 14008
112.40, 13766
113.43, 13553
114.46, 13513
115.50, 13430
116.46, 13044
117.28, 13590
