Temperature,Resistance
33.015, 4.6909e+5
34.048, 4.5538e+5
35.081, 4.3866e+5
36.115, 4.2538e+5
37.148, 4.1308e+5
38.181, 4.0114e+5
39.214, 3.9120e+5
40.246, 3.8270e+5
41.279, 3.7321e+5
42.312, 3.6537e+5
43.345, 3.5932e+5
44.378, 3.5004e+5
45.411, 3.4522e+5
46.444, 3.3583e+5
47.476, 3.2889e+5
48.509, 3.2243e+5
49.542, 3.1443e+5
50.575, 3.0739e+5
51.608, 2.9924e+5
52.641, 2.8906e+5
53.632, 2.8275e+5
54.562, 2.6914e+5
55.480, 2.6606e+5
56.284, 2.4907e+5
57.161, 2.4656e+5
57.891, 2.2981e+5
58.758, 2.2911e+5
59.488, 2.1190e+5
60.350, 2.0933e+5
60.998, 1.8915e+5
61.877, 1.8771e+5
62.198, 1.6324e+5
63.165, 1.6501e+5
63.168, 1.4068e+5
64.162, 1.4232e+5
64.337, 1.2181e+5
65.330, 1.2375e+5
65.333, 1.0642e+5
66.300, 1.0858e+5
66.621, 93527
67.381, 79461
67.400, 96689
68.218, 67888
68.230, 81538
69.060, 57232
69.177, 67952
69.915, 48810
70.096, 56630
70.745, 41195
70.840, 48562
71.430, 34329
71.572, 40657
72.098, 29137
72.240, 34082
72.654, 22800
72.889, 28431
73.554, 19357
73.437, 24062
74.185, 16149
74.318, 18947
74.836, 13684
74.978, 15904
75.496, 11580
75.749, 13060
76.163, 9886.3
76.598, 10808
76.904, 8355.9
77.418, 9007.4
77.658, 7077.4
78.423, 5942.4
78.295, 7402.8
79.282, 5302.5
79.301, 5978.5
80.271, 4810.8
81.223, 4580.5
81.398, 3967.7
82.311, 4013.6
82.756, 3546.9
83.627, 3559.2
84.072, 3183.8
84.936, 3244.4
85.489, 2955.8
86.374, 2943.9
87.245, 2760.0
88.219, 2691.0
89.210, 2613.3
90.140, 2513.7
91.130, 2473.0
92.163, 2420.1
93.196, 2370.9
94.229, 2319.4
95.261, 2284.3
96.294, 2233.9
97.327, 2207.0
98.360, 2182.7
99.392, 2144.4
100.43, 2111.1
101.46, 2085.0
102.49, 2076.6
103.52, 2071.9
104.56, 2045.5
105.59, 2045.9
106.62, 2046.3
107.65, 2032.3
108.69, 2015.6
109.72, 2016.0
110.75, 2016.4
111.78, 2016.8
112.82, 1996.0
113.85, 1986.6
114.88, 1986.9
115.54, 1987.2
