Temperature,Resistance
27.924, 1.8694e+6
28.374, 1.7924e+6
28.805, 1.7101e+6
28.691, 1.9003e+6
29.135, 1.6569e+6
29.285, 1.7899e+6
29.956, 1.5825e+6
29.877, 1.6875e+6
30.832, 1.4755e+6
30.524, 1.5742e+6
31.683, 1.3674e+6
32.516, 1.2509e+6
35.360, 9.1780e+5
36.538, 8.0811e+5
37.769, 7.0775e+5
38.892, 6.2231e+5
39.790, 5.4408e+5
40.843, 4.7317e+5
41.898, 4.4618e+5
42.403, 3.9426e+5
43.408, 3.9400e+5
43.772, 3.3886e+5
44.795, 3.4179e+5
45.159, 2.8274e+5
46.181, 2.8518e+5
46.545, 2.3616e+5
47.542, 2.4036e+5
48.169, 1.9674e+5
49.157, 1.9194e+5
50.069, 1.6627e+5
51.057, 1.6444e+5
51.683, 1.2718e+5
52.754, 1.2379e+5
53.857, 1.1616e+5
54.844, 93152
55.947, 89611
57.117, 78193
58.288, 65619
59.459, 56803
60.629, 44373
61.800, 36280
62.970, 29922
64.140, 22408
65.310, 19086
66.481, 9836.2
67.650, 7236.9
68.820, 6372.5
69.990, 6086.3
71.160, 5800.1
72.330, 5513.9
73.499, 5227.8
74.669, 4941.6
75.839, 4655.4
77.009, 4369.2
78.178, 4083.1
79.348, 3796.9
80.518, 3510.7
81.688, 3224.5
82.857, 2938.3
84.027, 2652.2
85.197, 2366.0
86.367, 2079.8
87.536, 1793.6
88.706, 1507.4
89.876, 1221.3
91.046, 67.679
92.216, -5712.1
93.386, -7443.9
94.556, -18139
95.726, -19293
96.896, -19579
98.066, -19865
98.757, -19239
