Temperature,Resistance
28.698, 1.2064e+6
29.181, 1.1424e+6
29.360, 1.2311e+6
29.669, 1.0642e+6
30.021, 1.1513e+6
30.459, 9.9897e+5
30.529, 1.0876e+6
31.193, 1.0196e+6
31.412, 9.3683e+5
32.089, 8.6350e+5
32.258, 9.4061e+5
32.829, 8.8114e+5
32.989, 8.0133e+5
33.913, 8.0649e+5
34.046, 7.4631e+5
35.107, 7.0890e+5
36.127, 6.6908e+5
36.607, 6.1534e+5
37.566, 5.9089e+5
38.787, 5.4698e+5
39.920, 5.0378e+5
41.055, 4.7131e+5
42.190, 4.3995e+5
43.325, 4.0941e+5
44.504, 3.8102e+5
47.805, 3.0815e+5
48.900, 2.8893e+5
50.037, 2.6912e+5
51.173, 2.5097e+5
52.310, 2.3171e+5
53.447, 2.1823e+5
54.585, 2.0448e+5
55.723, 1.9376e+5
56.860, 1.8193e+5
57.998, 1.7066e+5
59.136, 1.5938e+5
60.274, 1.4838e+5
61.411, 1.3624e+5
62.542, 1.2147e+5
63.686, 1.0878e+5
64.824, 98468
65.963, 93111
67.101, 86102
68.239, 76066
69.377, 69333
70.515, 60536
71.654, 53802
72.792, 41839
73.930, 33455
75.069, 30162
76.207, 21364
77.346, 18484
78.485, 14503
79.624, 12724
80.716, 6799.8
81.900, -2944.4
82.948, -4637.5
84.180, 1616.7
85.319, -300.05
86.134, -49414
86.560, -15020
87.277, -70117
87.597, -6610.6
88.474, -49024
88.923, -6919.4
89.611, -48121
90.473, -13672
90.694, -76968
91.532, -14683
91.834, -77233
92.672, -14949
93.046, -68200
93.891, -15478
94.203, -64810
95.162, -34612
95.765, -65029
96.810, -51006
97.427, -81564
97.974, -46945
99.089, -48371
99.913, -79115
100.32, -36111
101.27, -33399
